# Size in x-direction           = 4
# Size in y-direction           = 4
# Size in z-direction           = 4
# Lattice Parameter             = 4.000000e+00
# No. of MonteCarlo Simulations = 10
# Temperature                   = 1.000000e+02
# Atoms per site                = 4
# Totol No of atoms             = 256
3.507549,224,0.000049
3.492124,225,0.000178
3.505023,226,0.000082
3.520391,227,0.000106
3.504902,228,0.000068
3.494050,229,0.000135
3.484102,230,0.000514
3.517368,231,0.000037
3.497565,232,0.000144
3.500370,233,0.000084
3.511550,234,0.000055
3.483662,235,0.000171
3.509176,236,0.000062
3.497327,237,0.000112
3.501116,238,0.000051
3.497280,239,0.000158
3.487900,240,0.000109
3.499585,241,0.000073
3.505298,242,0.000044
3.501732,243,0.000106
3.502292,244,0.000028
3.497718,245,0.000073
3.501438,246,0.000036
3.499447,247,0.000055
3.499948,248,0.000027
3.507435,249,0.000338
3.501223,250,0.000321
3.523683,251,0.000170
3.501220,252,0.000087
3.500926,253,0.000112
3.515279,254,0.000122
3.500961,255,0.000401
