0	2.500000
1	2.520225
2	2.533268
3	2.533268
4	2.549369
5	2.550271
6	2.550271
7	2.535612
8	2.535612
9	2.535612
10	2.535612
11	2.526094
12	2.537156
13	2.537156
14	2.535975
15	2.555861
16	2.557329
17	2.563790
18	2.580490
19	2.597699
20	2.625879
21	2.635867
22	2.654218
23	2.654218
24	2.649422
25	2.649422
26	2.639488
27	2.639571
28	2.639571
29	2.658634
30	2.670843
31	2.693798
32	2.720023
33	2.720023
34	2.720023
35	2.711795
36	2.711795
37	2.735821
38	2.735821
39	2.759352
40	2.781597
41	2.781597
42	2.799130
43	2.811796
44	2.836805
45	2.859118
46	2.859118
47	2.884179
48	2.896650
49	2.896650
50	2.913023
51	2.917112
52	2.938668
53	2.944645
54	2.944645
55	2.964405
56	2.967955
57	2.995235
58	3.006557
59	3.006557
60	3.025613
61	3.025613
62	3.025613
63	3.033653
64	3.054005
65	3.056399
66	3.056399
67	3.056399
68	3.056399
69	3.057686
70	3.082280
71	3.091956
72	3.116243
73	3.120051
74	3.121570
75	3.126416
76	3.126416
77	3.118939
78	3.118939
79	3.126713
80	3.126713
81	3.148265
82	3.148265
83	3.148265
84	3.154799
85	3.154799
86	3.163997
87	3.191226
88	3.191226
89	3.187184
90	3.187250
91	3.187250
92	3.208577
93	3.236039
94	3.247392
95	3.270093
96	3.285569
97	3.292706
98	3.296298
99	3.296298
100	3.296298
101	3.300340
102	3.300340
103	3.300340
104	3.291799
105	3.291799
106	3.316029
107	3.338653
108	3.365233
109	3.365233
110	3.387701
111	3.398756
112	3.417922
113	3.439389
114	3.439389
115	3.439389
116	3.457929
117	3.461748
118	3.461748
119	3.439658
120	3.461805
121	3.462739
122	3.470260
123	3.470260
124	3.489540
125	3.489540
126	3.482168
127	3.482168
128	3.485725
129	3.485725
130	3.485725
131	3.483232
132	3.497877
133	3.497877
134	3.493323
135	3.507799
136	3.507799
137	3.511060
138	3.511060
139	3.481256
140	3.503951
141	3.503951
142	3.503951
143	3.510552
144	3.510552
145	3.510552
146	3.503940
147	3.503940
148	3.509290
149	3.498628
150	3.498628
151	3.489672
152	3.514789
153	3.514789
154	3.516037
155	3.499365
156	3.501046
157	3.501046
158	3.501046
159	3.510973
160	3.510973
161	3.520402
162	3.511189
163	3.500224
164	3.500224
165	3.500224
166	3.484249
167	3.484249
168	3.499780
169	3.499780
170	3.499780
171	3.504377
172	3.504377
173	3.504377
174	3.482246
175	3.512021
176	3.512021
177	3.512021
178	3.505634
179	3.505634
180	3.498804
181	3.498804
182	3.498978
183	3.498978
184	3.501282
185	3.501282
186	3.496484
187	3.496484
188	3.496484
189	3.525065
190	3.525065
191	3.502893
192	3.502893
193	3.513720
194	3.513720
195	3.487253
196	3.487253
197	3.472053
198	3.472053
199	3.477544
200	3.494801
201	3.494801
202	3.507405
203	3.507405
204	3.522930
205	3.522930
206	3.525636
207	3.525636
208	3.529225
209	3.529225
210	3.510899
211	3.510899
212	3.523947
213	3.523947
214	3.497797
215	3.497797
216	3.497797
217	3.512511
218	3.512511
219	3.512511
220	3.498929
221	3.498929
222	3.498929
223	3.498908
224	3.498908
225	3.519830
226	3.508943
227	3.495703
228	3.495703
229	3.483896
230	3.483896
231	3.483896
232	3.483896
233	3.478004
234	3.478004
235	3.478004
236	3.468466
237	3.468466
238	3.463775
239	3.463775
240	3.484000
241	3.493896
242	3.493896
243	3.517317
244	3.510158
245	3.510158
246	3.481044
247	3.506800
248	3.506660
249	3.495816
250	3.495816
251	3.495816
252	3.495816
253	3.498058
254	3.498058
255	3.498058
256	3.489762
512	3.508635
768	3.502900
1024	3.498364
1280	3.508017
1536	3.513717
1792	3.492184
2048	3.486135
2304	3.511185
